FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,3,1.0438
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,5,135.9588
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,1,0.0029
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,8,59.570800000000006
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,21,0.5307000000000001
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,7,0.1366
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,3,0.0353
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,2,0.0786999999999999
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,14,116.0272
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,4,0.1783
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,1,0.0165
2023,DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Ketamine,1,0.107144659332
2023,DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,7,7.606851934274201
2023,DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Methamphetamine,3,10.56785852897
2023,DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,7,3.000050461296
2023,DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,1,0.1537503815188
2023,DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Fentanyl,1,1.2374987690584
2023,DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,24,24.2308749390628
2023,DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,40,54.6938652852464
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,21,247.213373333342
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,17,20.2684405654582
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,1,4.188782978
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,3,139.5684189901854
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,19,109.2752507244204
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),11,375.1606312454
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,212,1257.33155414792
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,55,450.95335229838
2023,DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,171,554.7746973543134
2023,DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,2,0.4944748074398
2023,DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,1,0.0259925006898
2023,DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,16,80.3288202785348
2023,DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,2,169.76365791917
2023,DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,17,39.8595549233738
2023,DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,12,9.492443614934
2023,DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,4,31.7816633201104
2023,DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,9,40.11531319352
2023,DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,2,0.543880400354
2023,DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,35,833.711333554562
2023,DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,25,175.588050418948
2023,DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,273,962.584753429282
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,23,239.480659493692
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,14,2.360709901496
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Heroin,1,0.000220462262
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,14,61.453635070238
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,1,0.001543235834
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,67,213.781373612352
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,1,5.9965735264
2023,DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,546,510.6253436444912
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,7,20.923852824158
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,6,3.3825524858660003
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,1,2.061763074224
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,15,31.356567986522
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,94,752.3795863537368
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,17,192.498387763396
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,137,288.8133675840748
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,10,75.163080832708
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,29,12.141738617388
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,8,2.105194139838
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,36,255.81118108908
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),10,5940.0470024232
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,8,0.010361726314
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,47,101.575121207094
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,3,6.660164935019999
2023,DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,411,787.7288581824359
2023,DEC,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,2,0.0110231130999999
2023,DEC,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.0010582188576
2023,DEC,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,23,1.1037002222506
2023,DEC,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,8,0.2370630703286
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,3,25.406071072880003
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,1,0.00110231131
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,1,0.001322773572
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),1,6.6579603124
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,36,50.46711870573
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,16,79.707689901576
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,24,155.22101912992338
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,14,2749.609696816788
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,1,0.038801358112
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Fentanyl,1,0.243831261772
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,61,237.1880283387016
2023,DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,8,3.0721195747438
2023,DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Cocaine,4,0.033951188348
2023,DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ecstasy,1,0.00330693393
2023,DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,19,1.785303397676
2023,DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,13,2.017450159562
2023,DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,2,0.028439631798
2023,DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,13,0.3695167973382
2023,DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,1,0.005070632026
2023,DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,3,0.901029264794
2023,DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,1,0.014770971554
2023,DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,1,0.55666721155
2023,DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,40,3.205962214004
2023,DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,1,0.008377565956
2023,DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,5,0.668882502908
2023,DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,1,0.0238981092008
2023,DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Fentanyl,1,0.0154984970186
2023,DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,57,4.7164814483232
2023,DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,35,3.3445888843496
2023,DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,2,0.0277782450119999
2023,DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Fentanyl,1,0.004188782978
2023,DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,63,3.9029316090908
2023,DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,3,0.03637627323
2023,DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,12,1.2556869056734
2023,DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Ketamine,2,0.949530962434
2023,DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,1,0.376549543496
2023,DEC,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,1,0.019621141318
2023,DEC,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,3,6.8563763482
2023,DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,9,80.13450484080799
2023,DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,6,2.6702609635702
2023,DEC,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,2,10.4940036712
2023,DEC,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Methamphetamine,3,15.9063522033
2023,DEC,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,3,33.66679203002
2023,DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,3,0.2825003425268
2023,DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,2,1.562416050794
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,13,114.2505328221054
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,5,45.1360987020818
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,2,9.7885244328
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,69,199.6672473217548
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,8,132.388580411179
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,11,3.4460235710958
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,22,745.2655557599373
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,2,7.4075320032
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,1,16.4905771976
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Ketamine,1,0.064154518242
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,25,75.73504812524081
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,8,1869.5240823580732
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,45,14.5208130253086
2023,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,22,680.989408487992
2023,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,44,589.856261858266
2023,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,6,26.227954385616
2023,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,42,5.6134542074964
2023,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,71,4324.619676373764
2023,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,21,5.008682130378
2023,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,3,13.0107347155134
2023,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,34,1762.056313534886
2023,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,8,0.696550516789
2023,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,13,671.6916771428564
2023,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,3,3.0373747222526
2023,DEC,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,3,0.059414579609
2023,DEC,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Methamphetamine,1,0.00771617917
2023,DEC,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other Drugs**,1,0.3225142430798
2023,DEC,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,1,0.000661386786
2023,DEC,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.063493131456
2023,DEC,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,1,0.019069985663
2023,DEC,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,3,5.2854
2023,DEC,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,2,7.982
2023,DEC,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,884.3373
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Cocaine,1,0.0022
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,4,160.32930000000002
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other Drugs**,2,42.2712
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Cocaine,2,8.2114
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Heroin,1,0.1146
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,1,51.2663
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,3,0.0485
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,2,93.8161
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,2,45.961
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,2.0481
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Heroin,1,0.0249
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,36,1386.335
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,4,0.3369
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,2,0.0073
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Ecstasy,1,0.0022
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Heroin,1,0.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,6,0.6052000000000001
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,1,0.0013
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,2,0.0573
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,1,0.0029
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,0.0012
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,2,0.2026
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,6,13.9571
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,1,0.0727
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,4,5.090000000000001
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,3,0.7158
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,10,10.9459
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,7,7.7156
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,2,0.3152
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,1,0.0018
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,24,1504.6262
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0071
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,1,0.1064
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,5,218.3126
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Ecstasy,1,0.0066
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,43,1896.2621
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,8,3193.0163
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,11,3.3530999999999995
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,1,1.3228
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,1,11.0229
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,4,0.7088
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,3,0.0739
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,12,0.5618
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,16,459.0813
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,13,10.131
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,3,0.2218
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,1,0.0049
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,2,0.044
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,3,88.1295
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,1,0.0
2023,FEB,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,2,0.0462970750199999
2023,FEB,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Methamphetamine,1,0.0501772108312
2023,FEB,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,1,1.10672055524
2023,FEB,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,1,6.61386786
2023,FEB,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,1,15.9394215426
2023,FEB,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),1,859.5382670856
2023,FEB,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,32,150.6828916515582
2023,FEB,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,40,56.876618048856
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,20,51.88228801173421
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,33,33.6061208155176
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,1,0.14881202685
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,10,2.6007492123616003
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,42,136.0005459268822
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),2,34.943268527
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,5,0.0130072734579999
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,466,3326.127683176887
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,35,432.3871008578238
2023,FEB,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,216,593.5045375085206
2023,FEB,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,1,0.000881849048
2023,FEB,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Khat (Catha Edulis),1,17.6149347338
2023,FEB,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,20,99.27819103799462
2023,FEB,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,1,7.5839018128
2023,FEB,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,20,45.964507697773
2023,FEB,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,10,10.752605904526
2023,FEB,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,2,4.43680302275
2023,FEB,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,4,16.1378375784
2023,FEB,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,1,0.006834330122
2023,FEB,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,56,1656.5073380090157
2023,FEB,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,23,2238.001047391324
2023,FEB,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,178,379.7709160221178
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,19,28.9029111953668
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,15,8.725786098829
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,1,4.40924524
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,19,424.8111797789082
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,2,0.007605948039
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,100,251.0899156096714
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,6,14.3597432966914
2023,FEB,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,583,463.0404383210182
2023,FEB,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,5,11.073378495736002
